46272	6.912473	0.936492	3
4110	3.327271	0.354546	2
29776	2.214414	0.997473	1
17264	1.477439	0.038188	2
72626	10.210991	1.149893	1
65759	11.384791	0.851879	1
28480	7.638437	0.044578	3
45250	13.114157	0.068201	3
34774	7.762434	0.325932	3
47684	7.788301	1.595057	3
40883	10.809999	1.255187	3
54527	3.154634	1.638301	1
13292	0.210613	1.575027	2
37775	11.384380	0.064605	3
35696	1.156097	0.479548	1
81584	17.087545	1.577297	1
46330	12.846843	1.641520	3
71100	9.839906	1.533831	1
34354	5.293433	1.624973	1
10154	2.984360	1.382453	2
25680	2.583989	0.023827	1
12655	1.935892	0.157376	2
13613	0.000000	0.784262	2
66505	8.578758	1.392622	1
62789	12.928687	0.080711	3
34290	4.076252	0.293515	1
72909	9.907832	0.323164	1
18599	9.888972	0.433243	3
56305	6.078840	1.093767	1
51347	1.910816	1.607120	1
44331	4.462321	1.305473	1
8698	0.977367	0.754298	2
15085	9.560207	0.542599	3
74506	5.623793	1.479684	1
17419	8.690916	0.300179	3
15055	0.000000	0.554808	2
34666	12.978366	0.327067	3
42487	5.761431	0.081818	3
11252	4.320814	0.191214	2
13217	5.016358	1.277885	2
8546	4.142923	0.670496	2
41837	9.034112	1.680309	3
29429	2.775551	0.248326	1
44700	4.818413	1.160607	1
17880	7.075519	0.839053	2
78526	14.126405	1.617963	1
22918	1.458412	0.164482	1
58419	3.811785	0.965085	1
28869	11.716499	0.844643	3
48551	11.257798	0.410709	3
20632	11.154818	0.503771	3
51673	1.894349	0.781079	1
56550	6.857875	1.308389	1
69449	8.486188	1.348681	1
30291	7.683590	1.032908	3
41730	6.884867	0.174591	3
45342	11.803937	0.688832	3
75939	9.395856	0.467726	1
17502	5.782444	0.890570	2
36281	12.639342	1.086088	3
76440	12.907234	1.696638	1
0	4.010947	0.869623	2
42927	12.520905	0.770855	3
37958	7.474185	0.242556	3
66711	8.346989	1.144017	1
7907	1.088042	0.125885	2
29921	13.324955	1.110221	3
7390	0.275822	0.483571	2
7041	4.592241	0.900652	2
48417	4.519862	0.562669	1
57587	8.620893	1.303523	3
64242	11.233836	0.326302	1
4981	0.971419	0.706113	2
66553	8.248793	1.626230	1
32816	9.154920	0.791059	3
67942	11.449272	0.332698	1
50960	4.626064	1.084173	1
4934	1.189194	1.544150	2
7536	5.116192	0.489589	2
35740	8.496719	0.913733	3
6867	5.000426	0.239257	2
737	3.378599	0.320004	2
73146	12.161590	1.436375	1
43262	9.359630	0.531133	3
53152	2.666377	0.524439	1
10509	3.977088	1.368476	2
8696	1.963800	0.862259	2
15530	0.000000	0.512837	2
11262	8.368476	1.146801	3
0	5.255791	1.460751	2
10285	5.043071	1.602291	2
9904	9.843322	1.158980	2
39818	2.574817	0.219536	1
8400	2.550382	0.502751	2
3018	1.654070	0.109541	2
31874	9.003734	0.296498	3
59812	2.903235	1.403483	1
53367	2.113863	1.567422	1
30569	9.294306	0.189378	3
11028	4.777832	1.033096	2
0	6.226307	0.132166	2
9068	8.969193	1.457085	2
9081	0.000000	1.535311	2
31266	1.992334	1.591620	1
14950	11.127424	1.148744	3
48305	10.686327	0.512489	3
70746	16.470652	0.571877	1
65561	6.579770	1.686085	1
73522	6.032408	0.452033	1
69973	11.505700	0.186975	1
13954	4.920489	0.783913	2
47765	3.845525	0.960540	1
17892	9.481752	0.402940	3
2825	0.000000	0.144678	2
41040	2.387044	1.446635	1
42963	3.818538	0.731903	1
55474	7.630435	1.161276	3
21998	10.288959	0.911960	3
29780	5.670874	0.630205	1
16633	3.733824	0.249840	2
45058	10.457337	0.483412	3
41553	15.019816	0.098916	3
10078	2.557143	0.156687	2
74487	7.502637	1.412796	1
46369	10.727150	1.626824	3
36926	6.264180	0.719261	3
10627	1.840426	0.760979	2
11697	4.266403	1.388922	2
10243	3.885848	0.573563	2
12508	0.000000	1.538838	2
2614	3.987389	1.353201	2
32175	9.577942	0.195925	3
34711	7.275134	0.417280	1
40011	11.612930	0.698559	3
32001	11.772346	0.939942	3
45347	9.228680	1.218107	3
24575	2.845986	0.481458	1
7197	3.899228	1.651276	2
24953	9.633232	0.622716	3
42697	8.671907	0.222651	3
40037	3.688429	0.699743	1
2897	12.368200	0.999225	3
26710	9.156135	0.951947	3
46641	8.609377	0.992950	3
32130	8.078837	1.444697	3
2533	8.114826	0.900641	2
75939	15.510562	0.361924	1
69785	9.157930	1.010512	1
76478	9.337368	0.387834	1
34098	15.127724	1.432540	3
72896	7.362119	1.112650	1
56120	11.061753	0.140600	3
3955	0.000000	0.054808	2
43108	5.338921	0.088107	1
64632	5.820253	1.669965	1
25064	10.464480	0.518717	3
70532	8.852585	0.043318	1
29340	4.161383	0.512624	1
27421	12.342601	0.905469	3
77644	17.640332	1.583991	1
35516	1.711890	0.699936	1
3026	5.806896	1.391066	2
8984	5.056646	0.029953	2
69470	8.369036	1.624717	1
6530	4.310314	1.669295	2
38394	11.745373	0.678370	3
8325	1.383417	1.425171	2
44717	2.909236	0.181348	1
32821	9.076179	1.001707	3
6445	0.000000	0.236786	2
39333	12.350558	1.225825	3
0	6.862944	0.618954	2
7205	3.792453	0.613744	2
29761	5.499379	0.471213	1
11061	6.460516	0.906903	2
16712	1.555061	1.009057	2
31806	7.666078	1.192961	3
22456	11.858235	0.116854	3
72023	7.734243	1.186833	1
22548	0.000000	0.393691	1
69917	8.147859	0.341635	1
59571	8.855850	0.042400	1
32949	9.907868	0.609784	3
15229	4.191692	1.398742	2
70980	13.009029	0.545819	1
27034	5.104308	1.629173	1
16974	7.877045	0.902208	2
70337	8.364615	0.136278	1
15115	3.596524	0.271763	2
22887	1.508151	0.653132	1
35394	10.064331	0.789677	3
10237	3.022163	0.212935	2
54066	5.901301	0.548010	1
45474	11.194690	0.378196	3
6203	0.000000	0.520672	2
28885	6.247944	0.964452	3
